,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
5099,1,1.0,1,14.0,4.0,4,3,3,0,19.0,1.0,2.0,2.0,173.83,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5100,1,3.0,1,30.0,4.0,4,5,2,0,14.0,1.0,2.0,4.0,164.04,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5101,0,4.0,1,13.0,3.0,5,1,2,0,13.0,6.0,7.0,8.0,171.27,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5102,0,10.0,1,17.0,4.0,4,3,5,0,13.0,2.0,2.0,8.0,195.94,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5103,0,20.0,2,8.0,3.0,4,5,8,0,13.0,3.0,6.0,8.0,159.23,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5104,0,2.0,1,8.0,3.0,6,1,2,0,12.0,8.0,8.0,6.0,191.74,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5109,0,13.0,1,25.0,3.0,4,3,2,0,12.0,2.0,2.0,8.0,170.34,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5111,0,15.0,3,17.0,3.0,6,4,3,0,14.0,4.0,12.0,10.0,186.51,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5112,1,1.0,3,8.0,3.0,4,4,3,1,12.0,3.0,3.0,3.0,148.02,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5113,1,8.0,1,10.0,3.0,4,5,6,0,13.0,2.0,2.0,3.0,148.62,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5117,0,14.0,1,23.0,4.0,4,3,11,0,17.0,2.0,2.0,1.0,160.44,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5119,0,14.0,1,9.0,4.0,4,1,3,0,14.0,4.0,9.0,9.0,171.61,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5120,0,15.0,3,8.0,4.0,4,5,2,0,18.0,1.0,2.0,8.0,166.03,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5121,0,9.0,1,11.0,3.0,4,3,3,1,12.0,2.0,2.0,2.0,167.49,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5123,0,12.0,3,9.0,3.0,4,5,5,0,16.0,1.0,2.0,8.0,193.93,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5124,0,8.0,3,22.0,4.0,4,5,3,0,13.0,5.0,10.0,7.0,186.25,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5125,0,1.0,1,26.0,4.0,4,1,5,0,12.0,1.0,2.0,3.0,161.69,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5127,0,14.0,1,8.0,3.0,4,4,5,0,23.0,2.0,2.0,4.0,148.87,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5128,0,10.0,3,14.0,3.0,2,5,4,0,17.0,6.0,7.0,14.0,171.39,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5129,0,22.0,1,11.0,3.0,4,1,3,0,12.0,2.0,2.0,9.0,203.98,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
5130,0,1.0,3,18.0,4.0,2,1,10,0,15.0,1.0,2.0,1.0,150.34,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5132,0,1.0,1,8.0,4.0,4,1,3,0,16.0,2.0,2.0,1.0,141.11,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5133,0,9.0,1,8.0,3.0,5,1,2,0,13.0,1.0,2.0,1.0,178.63,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5134,0,1.0,3,9.0,3.0,6,1,5,0,21.0,1.0,2.0,1.0,175.71,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5137,0,8.0,1,33.0,4.0,5,3,3,0,21.0,2.0,2.0,1.0,145.29,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5138,0,14.0,1,9.0,3.0,2,3,7,0,21.0,7.0,12.0,9.0,188.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5139,0,8.0,1,36.0,3.0,4,3,6,0,14.0,6.0,8.0,8.0,179.29,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5140,1,1.0,3,9.0,3.0,5,1,9,0,15.0,1.0,2.0,1.0,152.85,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5141,1,1.0,3,25.0,4.0,4,3,2,1,19.0,1.0,4.0,3.0,171.14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5142,0,12.0,1,14.0,3.0,2,3,3,0,12.0,1.0,2.0,4.0,151.1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5143,0,8.0,1,9.0,4.0,4,1,3,0,12.0,5.0,5.0,12.0,191.87,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5144,0,2.0,3,33.0,3.0,5,5,3,0,12.0,2.0,2.0,5.0,172.24,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5145,1,1.0,1,29.0,4.0,4,3,3,1,16.0,6.0,7.0,8.0,186.79,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5146,0,13.0,3,28.0,3.0,5,1,5,1,13.0,1.0,2.0,5.0,186.2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5148,0,15.0,1,29.0,4.0,4,1,5,1,15.0,3.0,4.0,4.0,179.67,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5149,0,11.0,1,11.0,3.0,4,3,9,1,16.0,2.0,2.0,4.0,154.96,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5151,0,6.0,3,9.0,3.0,4,4,2,1,14.0,2.0,2.0,3.0,165.78,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5153,0,1.0,3,25.0,4.0,2,3,4,0,12.0,2.0,2.0,3.0,187.32,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5155,0,17.0,1,13.0,4.0,5,3,3,1,15.0,1.0,2.0,9.0,165.81,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5156,0,1.0,3,17.0,4.0,5,1,3,1,12.0,2.0,5.0,5.0,182.69,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5157,1,1.0,1,24.0,3.0,4,3,3,1,14.0,5.0,8.0,8.0,148.94,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5158,0,1.0,1,9.0,3.0,5,1,2,0,13.0,2.0,2.0,2.0,164.04,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5160,0,26.0,1,15.0,3.0,4,5,11,0,14.0,2.0,2.0,5.0,154.5,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
5161,0,11.0,1,18.0,4.0,4,3,6,0,19.0,2.0,2.0,3.0,161.29,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5163,0,1.0,1,8.0,3.0,4,1,6,0,12.0,1.0,2.0,3.0,157.29,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5164,0,1.0,1,14.0,4.0,2,5,2,0,13.0,1.0,2.0,8.0,160.78,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5165,0,3.0,2,24.0,3.0,5,5,3,0,14.0,1.0,2.0,10.0,204.88,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
5166,1,13.0,1,35.0,4.0,5,5,5,0,21.0,1.0,2.0,4.0,167.84,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5167,1,1.0,1,21.0,3.0,4,1,2,1,13.0,5.0,8.0,8.0,200.53,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
5172,1,1.0,3,8.0,3.0,6,3,3,0,13.0,1.0,2.0,1.0,138.59,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5173,0,4.0,3,14.0,4.0,4,5,9,0,15.0,2.0,2.0,3.0,172.79,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5175,0,8.0,1,8.0,4.0,4,5,7,0,15.0,2.0,2.0,4.0,154.96,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5176,1,1.0,1,15.0,3.0,5,4,3,0,13.0,1.0,2.0,1.0,137.61,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5177,0,1.0,1,18.0,4.0,4,5,2,0,15.0,2.0,2.0,5.0,145.99,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5178,0,10.0,1,11.0,3.0,5,1,3,0,17.0,1.0,2.0,9.0,183.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5179,0,10.0,3,23.0,4.0,5,5,6,0,14.0,2.0,2.0,3.0,181.47,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5180,0,21.0,1,8.0,4.0,4,1,9,0,13.0,2.0,2.0,3.0,159.2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5181,1,1.0,3,16.0,4.0,5,5,5,0,13.0,3.0,3.0,3.0,169.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5182,0,11.0,1,12.0,3.0,2,3,2,0,15.0,1.0,2.0,4.0,160.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5183,0,30.0,1,8.0,3.0,4,5,4,0,23.0,1.0,2.0,1.0,145.66,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5185,0,1.0,3,11.0,3.0,4,3,3,1,13.0,2.0,2.0,4.0,166.62,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5187,0,8.0,1,8.0,3.0,5,4,7,0,18.0,2.0,2.0,3.0,157.94,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5188,0,15.0,1,12.0,3.0,2,3,4,1,13.0,1.0,2.0,4.0,146.27,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5189,0,14.0,1,16.0,3.0,4,3,5,0,12.0,1.0,2.0,8.0,164.75,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5192,1,3.0,1,9.0,3.0,5,5,4,1,24.0,1.0,2.0,1.0,161.46,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5193,1,1.0,1,8.0,4.0,2,4,3,0,12.0,2.0,5.0,8.0,199.46,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
5195,0,5.0,2,15.0,4.0,2,4,11,0,19.0,2.0,2.0,3.0,146.09,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5196,1,1.0,1,9.0,4.0,4,1,8,1,14.0,1.0,3.0,3.0,162.22,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5198,0,22.0,3,14.0,4.0,4,5,6,0,12.0,1.0,3.0,3.0,179.86,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5199,1,1.0,2,16.0,3.0,4,3,3,0,16.0,3.0,3.0,3.0,152.42,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5202,0,18.0,1,12.0,3.0,5,3,5,0,15.0,1.0,2.0,4.0,156.62,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5204,0,23.0,1,12.0,4.0,4,3,4,0,15.0,1.0,2.0,3.0,191.51,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5205,0,14.0,1,9.0,4.0,4,3,4,0,15.0,2.0,2.0,3.0,148.45,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5206,0,18.0,1,27.0,3.0,4,4,3,0,14.0,2.0,2.0,4.0,159.2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5207,0,7.0,3,14.0,3.0,4,5,2,0,15.0,2.0,2.0,4.0,168.73,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5208,0,8.0,3,10.0,3.0,6,5,5,0,19.0,3.0,4.0,13.0,172.59,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5209,0,4.0,3,23.0,4.0,4,3,10,0,16.0,2.0,3.0,3.0,178.01,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5210,0,16.0,1,16.0,4.0,4,1,3,0,14.0,1.0,6.0,9.0,161.73,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5211,0,18.0,3,8.0,4.0,4,3,9,0,13.0,1.0,2.0,1.0,172.68,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5212,0,4.0,1,14.0,4.0,4,3,3,0,14.0,1.0,2.0,1.0,137.74,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5213,0,31.0,1,8.0,4.0,2,3,2,0,25.0,2.0,3.0,9.0,174.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5216,1,1.0,3,8.0,4.0,4,3,5,0,16.0,2.0,2.0,3.0,154.09,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5217,1,1.0,3,20.0,3.0,4,4,7,0,12.0,2.0,2.0,1.0,182.65,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5218,1,1.0,3,31.0,3.0,5,4,2,1,24.0,5.0,11.0,11.0,170.99,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5219,0,9.0,3,14.0,4.0,4,3,3,0,14.0,1.0,2.0,1.0,149.04,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5220,1,1.0,1,16.0,3.0,4,5,4,1,12.0,1.0,2.0,1.0,156.72,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5221,0,1.0,3,20.0,4.0,4,4,3,0,14.0,1.0,2.0,1.0,145.33,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5224,0,4.0,2,8.0,3.0,4,3,2,0,22.0,1.0,2.0,4.0,145.64,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5225,0,29.0,1,11.0,2.0,4,3,2,1,17.0,2.0,2.0,3.0,165.35,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5226,0,7.0,1,11.0,3.0,5,4,10,0,12.0,2.0,2.0,3.0,163.38,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5227,0,21.0,3,21.0,4.0,4,3,5,1,18.0,2.0,2.0,3.0,170.91,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5228,1,1.0,1,9.0,3.0,5,5,9,0,12.0,2.0,2.0,1.0,150.61,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5229,0,2.0,1,8.0,4.0,5,3,3,0,15.0,1.0,2.0,1.0,140.63,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5230,0,2.0,3,14.0,3.0,4,5,2,0,15.0,2.0,2.0,4.0,173.98,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5231,0,23.0,1,10.0,3.0,5,5,6,0,26.0,1.0,2.0,3.0,172.89,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5232,0,3.0,1,9.0,4.0,4,4,2,0,14.0,2.0,2.0,3.0,156.8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5233,0,2.0,1,36.0,4.0,6,4,3,0,15.0,1.0,2.0,8.0,190.49,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5234,0,7.0,1,15.0,4.0,4,3,4,1,18.0,2.0,2.0,1.0,188.88,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5237,1,1.0,1,8.0,4.0,5,5,8,0,14.0,2.0,2.0,8.0,148.62,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5239,0,13.0,1,13.0,3.0,4,4,6,0,19.0,3.0,3.0,3.0,208.76,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
5242,0,1.0,1,27.0,4.0,4,3,2,0,15.0,2.0,2.0,3.0,147.72,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5243,1,4.0,1,16.0,3.0,4,5,5,0,15.0,2.0,2.0,1.0,145.18,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5244,0,8.0,3,8.0,4.0,5,3,3,1,15.0,8.0,9.0,7.0,195.83,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
5245,1,1.0,1,10.0,3.0,4,3,3,0,13.0,3.0,8.0,8.0,165.84,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5247,0,8.0,3,14.0,3.0,4,3,2,1,26.0,4.0,6.0,8.0,148.08,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5248,0,16.0,1,9.0,4.0,5,4,6,0,15.0,1.0,2.0,1.0,173.41,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5249,0,11.0,1,20.0,3.0,4,1,3,0,18.0,3.0,4.0,8.0,167.85,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5251,0,7.0,1,32.0,3.0,5,4,3,0,14.0,2.0,2.0,3.0,168.2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5252,0,19.0,1,35.0,4.0,4,1,6,0,21.0,2.0,2.0,4.0,146.32,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5254,0,14.0,3,16.0,3.0,4,5,2,0,13.0,8.0,8.0,2.0,179.73,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5255,0,7.0,1,35.0,4.0,4,3,3,1,13.0,5.0,6.0,8.0,177.07,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5257,0,1.0,1,28.0,3.0,5,5,2,0,15.0,1.0,2.0,1.0,147.96,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5258,0,14.0,1,15.0,4.0,4,1,5,1,19.0,2.0,3.0,3.0,165.69,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5259,0,19.0,1,8.0,4.0,4,4,3,0,13.0,4.0,8.0,8.0,199.41,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
5260,0,9.0,3,35.0,4.0,5,3,2,0,24.0,3.0,5.0,3.0,149.3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5261,0,6.0,1,12.0,4.0,5,4,5,0,13.0,2.0,3.0,6.0,183.78,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5262,0,10.0,3,9.0,4.0,4,1,5,1,22.0,2.0,2.0,3.0,151.44,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5263,0,22.0,3,23.0,4.0,4,3,10,0,15.0,8.0,8.0,8.0,189.39,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5264,0,3.0,1,16.0,4.0,2,3,8,0,19.0,1.0,2.0,1.0,149.51,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5265,0,7.0,3,15.0,3.0,4,5,4,0,14.0,3.0,3.0,3.0,188.92,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5267,0,12.0,2,17.0,4.0,4,3,5,0,12.0,1.0,2.0,3.0,185.77,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5268,0,9.0,1,8.0,4.0,5,5,3,0,20.0,2.0,2.0,3.0,149.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5270,1,1.0,1,9.0,4.0,4,5,3,1,13.0,2.0,2.0,1.0,145.74,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5272,1,2.0,1,9.0,3.0,4,4,6,0,12.0,2.0,2.0,5.0,173.55,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5273,0,6.0,1,8.0,4.0,4,5,6,0,15.0,1.0,2.0,3.0,165.87,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5274,0,22.0,1,22.0,4.0,4,5,10,0,13.0,7.0,8.0,7.0,148.67,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
5275,0,8.0,1,14.0,3.0,4,1,3,0,14.0,1.0,2.0,1.0,154.72,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5277,0,8.0,1,8.0,3.0,4,1,11,0,18.0,1.0,3.0,2.0,179.84,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5278,0,1.0,1,10.0,3.0,4,1,3,0,22.0,2.0,2.0,1.0,145.61,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5280,0,12.0,3,23.0,3.0,4,4,4,0,13.0,2.0,2.0,3.0,166.98,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5281,0,10.0,3,8.0,4.0,4,3,8,0,14.0,2.0,2.0,1.0,193.15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5282,0,3.0,1,10.0,3.0,4,5,3,1,19.0,1.0,2.0,6.0,172.23,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5283,0,9.0,1,17.0,3.0,4,3,5,1,17.0,1.0,2.0,5.0,186.42,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5284,0,13.0,3,13.0,3.0,2,3,4,0,12.0,4.0,8.0,7.0,207.37,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5287,0,1.0,1,17.0,3.0,2,3,4,0,17.0,1.0,3.0,3.0,145.73,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5288,0,10.0,1,13.0,4.0,2,5,5,1,14.0,1.0,2.0,3.0,180.62,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5290,0,9.0,1,35.0,3.0,2,3,3,0,18.0,7.0,7.0,9.0,159.07,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5291,0,8.0,1,17.0,4.0,5,3,3,0,15.0,2.0,8.0,8.0,175.63,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5292,0,14.0,3,21.0,3.0,4,5,3,0,16.0,1.0,2.0,3.0,171.39,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5293,0,17.0,1,34.0,3.0,2,4,7,0,13.0,2.0,2.0,3.0,173.76,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5294,0,9.0,1,14.0,4.0,5,1,3,0,19.0,2.0,2.0,2.0,151.9,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5296,1,1.0,1,31.0,3.0,4,4,3,1,18.0,1.0,2.0,1.0,149.08,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5297,0,1.0,1,33.0,3.0,5,3,3,1,15.0,2.0,2.0,4.0,153.14,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
5299,0,6.0,1,12.0,3.0,2,1,5,0,18.0,2.0,2.0,3.0,158.12,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
5301,0,4.0,1,14.0,3.0,5,4,3,0,13.0,2.0,2.0,2.0,146.41,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5302,0,19.0,1,12.0,3.0,6,5,3,1,15.0,1.0,2.0,5.0,182.69,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5303,0,19.0,3,33.0,3.0,5,5,3,0,16.0,4.0,5.0,6.0,168.85,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5304,0,5.0,3,9.0,3.0,4,5,9,0,14.0,2.0,2.0,4.0,178.32,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5305,0,10.0,1,19.0,4.0,4,3,11,1,13.0,1.0,2.0,2.0,171.63,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5306,0,8.0,1,17.0,3.0,2,1,3,0,14.0,4.0,8.0,3.0,172.24,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5307,0,23.0,1,32.0,3.0,4,5,3,0,15.0,2.0,2.0,5.0,157.11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5308,0,13.0,1,17.0,4.0,4,5,4,0,14.0,4.0,8.0,8.0,178.77,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5309,0,1.0,1,26.0,4.0,5,5,3,0,12.0,1.0,2.0,8.0,165.66,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5310,0,9.0,1,25.0,3.0,2,5,3,0,12.0,2.0,2.0,11.0,177.08,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5311,0,2.0,1,34.0,3.0,6,5,2,0,22.0,2.0,2.0,1.0,173.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5312,0,1.0,1,12.0,4.0,4,1,3,0,19.0,1.0,3.0,3.0,156.17,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5313,1,1.0,3,10.0,4.0,4,1,3,1,13.0,2.0,2.0,1.0,140.69,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5315,0,13.0,1,10.0,4.0,5,3,2,0,16.0,1.0,2.0,8.0,155.69,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5317,0,9.0,1,15.0,3.0,4,3,3,0,13.0,1.0,3.0,10.0,166.48,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5318,0,11.0,1,26.0,3.0,4,3,5,0,18.0,1.0,2.0,3.0,182.68,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5319,0,13.0,1,11.0,3.0,4,3,2,0,14.0,4.0,4.0,9.0,175.42,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5320,0,19.0,1,9.0,3.0,5,1,3,0,20.0,4.0,4.0,10.0,182.7,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5321,0,12.0,1,9.0,3.0,5,3,5,1,20.0,1.0,2.0,3.0,202.56,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
5323,0,11.0,1,17.0,4.0,4,4,3,0,12.0,5.0,8.0,8.0,164.36,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5324,0,14.0,1,23.0,3.0,4,1,8,1,16.0,4.0,4.0,4.0,204.45,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
5325,0,18.0,2,8.0,3.0,4,1,6,1,12.0,2.0,2.0,3.0,182.43,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5327,1,1.0,3,22.0,3.0,6,1,8,1,15.0,1.0,3.0,3.0,179.4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5328,0,1.0,1,9.0,3.0,4,1,3,1,14.0,1.0,2.0,4.0,162.6,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
